City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Maues,BR,-3.3836,-57.7186,82.98,53,72,2.37,broken clouds
333,Mana,GF,5.6592,-53.7767,78.76,85,98,8.14,overcast clouds
334,South Sioux City,US,42.4739,-96.4136,93.99,43,67,8.01,broken clouds
335,Olinda,BR,-8.0089,-34.8553,76.73,78,40,14.97,scattered clouds
336,Berbera,SO,10.4396,45.0143,92.46,36,43,25.59,scattered clouds
337,Kuching,MY,1.55,110.3333,75.42,94,20,2.3,few clouds
338,Komsomolskiy,UZ,40.4272,71.7189,84.92,30,2,11.5,clear sky
339,Henties Bay,NA,-22.116,14.2845,56.12,86,0,5.91,clear sky
340,Broken Hill,AU,-31.95,141.4333,52.03,80,2,8.9,clear sky
341,Wladyslawowo,PL,54.7909,18.4009,59.45,84,5,14.25,clear sky
342,Perelyub,RU,51.8667,50.3667,65.3,82,99,8.5,moderate rain
343,Minab,IR,27.1467,57.0801,89.1,76,100,7.87,overcast clouds
344,Bengkulu,ID,-3.8004,102.2655,74.93,91,91,6.55,overcast clouds
345,Luwuk,ID,-0.9516,122.7875,76.24,90,63,4.43,broken clouds
346,Saint-Joseph,RE,-21.3667,55.6167,68.31,81,47,11.9,light rain
347,Bayir,TR,37.2687,28.2167,79.32,32,0,7.29,clear sky
348,Pavilosta,LV,56.8879,21.1859,64.38,74,99,11.45,overcast clouds
349,Tahe,CN,52.3333,124.7333,65.79,73,4,0.63,clear sky
350,Innisfail,AU,-17.5333,146.0333,64.94,78,98,4.5,overcast clouds
351,Vila Franca Do Campo,PT,37.7167,-25.4333,71.15,85,96,3.56,overcast clouds
352,Freeport,US,40.6576,-73.5832,96.33,45,0,17.27,clear sky
353,Bairiki,KI,1.3292,172.9752,81.75,74,27,17.47,scattered clouds
354,Turku,FI,60.4515,22.2687,60.13,86,100,6.89,overcast clouds
355,Ngama,TD,11.7833,17.1667,83.17,62,77,4.36,light rain
356,Bangassou,CF,4.7413,22.8184,67.24,96,100,1.05,overcast clouds
357,San Juan,AR,-31.5375,-68.5364,65.34,21,0,9.66,clear sky
358,Luanda,AO,-8.8368,13.2343,68.0,94,40,3.44,scattered clouds
359,Kawhia,NZ,-38.0651,174.8183,48.51,71,100,8.52,overcast clouds
360,Usinsk,RU,65.9939,57.5281,46.78,90,35,11.79,scattered clouds
361,Makakilo City,US,21.3469,-158.0858,79.59,60,2,15.41,clear sky
362,That Phanom,TH,16.9364,104.7104,75.99,88,22,2.17,few clouds
363,New Bern,US,35.1085,-77.0441,90.1,70,0,6.91,clear sky
364,Atar,MR,20.5169,-13.0499,81.36,69,100,9.95,moderate rain
365,Elizabeth City,US,36.2946,-76.2511,95.02,61,0,11.5,clear sky
366,Pemangkat,ID,1.1667,108.9667,77.9,84,96,4.72,overcast clouds
367,Luau,AO,-10.7073,22.2247,70.54,30,75,3.33,broken clouds
368,Chingirlau,KZ,51.095,54.0814,68.29,61,100,7.36,overcast clouds
369,Vanimo,PG,-2.6741,141.3028,78.33,90,72,4.12,broken clouds
370,Saint-Francois,FR,46.4154,3.9054,67.68,73,0,1.14,clear sky
371,Asfi,MA,32.2994,-9.2372,78.91,68,99,13.22,overcast clouds
372,Grand Gaube,MU,-20.0064,57.6608,70.38,69,30,7.0,scattered clouds
373,Moissala,TD,8.3404,17.7663,71.89,96,95,3.74,light rain
374,Takoradi,GH,4.8845,-1.7554,74.64,83,72,7.74,broken clouds
375,Camopi,GF,3.1655,-52.3158,73.42,97,98,3.02,moderate rain
376,Ballangen,NO,68.3428,16.8315,50.22,87,40,6.91,scattered clouds
377,Nakambala,ZM,-15.8324,27.7799,58.62,60,1,5.12,clear sky
378,Deputatskiy,RU,69.3,139.9,53.42,61,30,5.84,scattered clouds
379,Penzance,GB,50.1186,-5.5371,65.77,91,60,23.82,broken clouds
380,Harper,LR,4.375,-7.7169,74.86,75,68,8.05,broken clouds
381,Luderitz,NA,-26.6481,15.1594,58.82,65,0,21.72,clear sky
382,Charters Towers,AU,-20.1,146.2667,57.85,83,0,5.99,clear sky
383,Zaykovo,RU,57.5613,62.7568,59.77,62,99,3.33,overcast clouds
384,Kalmunai,LK,7.4167,81.8167,80.04,82,99,2.35,overcast clouds
385,Beyneu,KZ,45.3167,55.2,77.76,51,72,14.45,light rain
386,Kailua,US,21.4022,-157.7394,78.04,71,9,15.9,clear sky
387,Ambilobe,MG,-13.2,49.05,63.32,85,9,3.33,clear sky
388,Srandakan,ID,-7.9386,110.2506,73.76,90,90,7.09,overcast clouds
389,Port-Gentil,GA,-0.7193,8.7815,73.36,83,100,5.75,overcast clouds
390,Pucallpa,PE,-8.3791,-74.5539,89.64,51,20,0.0,few clouds
391,Marawi,PH,7.9986,124.2928,68.81,92,90,2.86,overcast clouds
392,Kieta,PG,-6.2167,155.6333,82.22,76,3,5.03,clear sky
393,Xinqing,CN,48.2333,129.5,63.64,92,48,4.12,scattered clouds
394,Hvolsvollur,IS,63.7533,-20.2243,52.83,90,100,4.36,overcast clouds
395,Rio Gallegos,AR,-51.6226,-69.2181,32.05,86,0,11.5,clear sky
396,Zhob,PK,31.3411,69.4481,71.92,85,91,6.96,overcast clouds
397,Naze,JP,28.3667,129.4833,77.92,73,100,0.72,overcast clouds
398,Oktyabrskoye,RU,43.0645,44.7417,59.63,96,99,2.33,moderate rain
399,Gouyave,GD,12.1646,-61.7296,83.17,70,20,16.11,few clouds
400,Nehe,CN,48.4833,124.8333,64.67,92,52,6.87,broken clouds
401,Asau,RO,46.4333,26.4,75.96,72,52,2.89,broken clouds
402,Livingston,GB,55.9029,-3.5226,65.48,86,75,8.05,broken clouds
403,Yashalta,RU,46.3395,42.2762,63.3,75,59,10.25,broken clouds
404,Deder,ET,9.3167,41.45,58.62,73,69,8.7,light rain
405,Kibungo,RW,-2.1597,30.5427,68.92,51,48,1.28,scattered clouds
406,Painesville,US,41.7245,-81.2457,84.54,62,0,5.75,clear sky
407,Mehamn,NO,71.0357,27.8492,50.23,93,100,20.65,overcast clouds
408,Padang,ID,-0.9492,100.3543,75.25,85,100,4.5,overcast clouds
409,Nelson Bay,AU,-32.7167,152.15,55.99,85,20,5.77,few clouds
410,Hami,CN,42.8,93.45,85.35,21,41,5.91,scattered clouds
411,Byron Bay,AU,-28.65,153.6167,58.6,84,81,13.06,broken clouds
412,Garowe,SO,8.4054,48.4845,78.62,54,100,29.53,overcast clouds
413,Oriximina,BR,-1.7656,-55.8661,81.59,62,16,3.58,few clouds
414,Tura,IN,25.5198,90.2201,73.44,99,100,3.47,overcast clouds
415,Esperance,AU,-33.8667,121.9,49.84,67,100,24.27,moderate rain
416,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.89,96,99,1.57,overcast clouds
417,Santo Antonio Do Leverger,BR,-15.8656,-56.0767,84.16,25,57,1.36,broken clouds
418,Thinadhoo,MV,0.5333,72.9333,81.68,73,100,7.2,overcast clouds
419,Maraba,BR,-5.3686,-49.1178,91.58,35,0,3.44,clear sky
420,Iroquois Falls,CA,48.7669,-80.6831,74.66,57,99,7.25,overcast clouds
421,Winnemucca,US,40.973,-117.7357,93.25,7,0,4.61,clear sky
422,Turukhansk,RU,65.8167,87.9833,61.59,83,100,6.35,overcast clouds
423,Kiama,AU,-34.6833,150.8667,54.21,86,13,3.29,few clouds
424,Longyearbyen,SJ,78.2186,15.6401,48.04,87,75,6.91,broken clouds
425,Broome,US,42.2506,-75.833,88.21,43,53,6.24,broken clouds
426,Manacapuru,BR,-3.2997,-60.6206,82.08,68,92,2.84,overcast clouds
427,Maraa,BR,-1.8333,-65.3667,76.19,95,96,0.72,overcast clouds
428,Monroe,US,43.1501,-77.6831,89.62,52,100,14.97,overcast clouds
429,Viedma,AR,-40.8135,-62.9967,50.72,61,100,6.85,overcast clouds
430,Whitecourt,CA,54.1502,-115.6855,67.15,74,41,6.15,scattered clouds
431,Teodoro Sampaio,BR,-22.5325,-52.1675,74.61,35,20,3.2,few clouds
432,Menomonie,US,44.8755,-91.9193,64.04,96,100,9.24,overcast clouds
433,Bathsheba,BB,13.2167,-59.5167,84.81,82,20,16.11,few clouds
434,Bonfim,BR,3.0833,-59.95,78.58,82,89,1.95,overcast clouds
435,Lebu,CL,-37.6167,-73.65,52.03,93,100,4.99,overcast clouds
436,Tucuman,AR,-26.8241,-65.2226,77.0,53,100,2.3,smoke
437,Kribi,CM,2.95,9.9167,75.07,82,95,5.79,overcast clouds
438,Iranshahr,IR,27.2025,60.6848,89.94,43,0,4.61,clear sky
439,Bosansko Grahovo,BA,44.1794,16.3639,68.16,35,50,3.44,scattered clouds
440,Ekpoma,NG,6.7421,6.139,69.1,99,100,2.77,light rain
441,Abong Mbang,CM,3.9833,13.1833,67.57,99,77,2.71,light rain
442,Kalabo,ZM,-14.97,22.6814,62.8,36,85,5.39,overcast clouds
443,Sobolevo,RU,54.4299,31.8996,61.61,87,20,6.85,few clouds
444,Gold Coast,AU,-28.0,153.4333,63.18,89,8,9.22,clear sky
445,Torremolinos,ES,36.6204,-4.4998,84.9,76,0,1.14,light rain
446,Cabedelo,BR,-6.9811,-34.8339,77.67,84,88,16.2,overcast clouds
447,Mackay,AU,-21.15,149.2,62.69,86,15,8.16,few clouds
448,Mgandu,TZ,-5.95,34.1333,58.55,70,1,8.84,clear sky
449,Baykit,RU,61.67,96.37,59.07,98,100,3.94,light rain
450,Atbasar,KZ,51.8,68.3333,59.76,83,3,6.67,clear sky
451,Saint-Ambroise,CA,48.5501,-71.3324,72.57,73,79,2.3,broken clouds
452,Haines Junction,CA,60.7522,-137.5108,62.55,42,87,10.36,overcast clouds
453,The Valley,AI,18.217,-63.0578,84.34,70,40,14.97,scattered clouds
454,Berlevag,NO,70.8578,29.0864,51.6,87,100,18.41,overcast clouds
455,Port Hedland,AU,-20.3167,118.5667,57.25,72,0,10.36,clear sky
456,Portland,US,45.5234,-122.6762,82.45,51,40,8.05,scattered clouds
457,Rochegda,RU,62.8,43.25,63.14,90,31,4.43,scattered clouds
458,Praia,CV,14.9215,-23.5087,79.34,83,75,9.22,broken clouds
459,Beloha,MG,-25.1667,45.05,66.11,73,13,4.52,few clouds
460,Saltpond,GH,5.2091,-1.0606,74.89,84,92,8.84,overcast clouds
461,Karwar,IN,14.8,74.1333,77.68,82,100,9.48,overcast clouds
462,Preobrazheniye,RU,42.9019,133.9064,63.12,94,100,5.57,overcast clouds
463,La Orilla,MX,17.9833,-102.2333,86.0,68,94,11.03,overcast clouds
464,Laela,TZ,-8.5667,32.05,61.92,53,90,3.56,overcast clouds
465,Moses Lake,US,47.1301,-119.2781,94.87,21,0,8.05,clear sky
466,Bumba,CD,2.1833,22.4667,71.46,86,100,1.66,overcast clouds
467,Tulum,MX,20.2167,-87.4667,80.56,87,100,6.38,overcast clouds
468,Pingyin,CN,36.2831,116.4453,70.72,88,0,5.68,clear sky
469,Mao,ES,39.8885,4.2658,79.36,89,0,4.61,clear sky
470,Havoysund,NO,70.9963,24.6622,50.07,92,100,21.39,overcast clouds
471,Almeirim,BR,-1.5233,-52.5817,81.19,67,98,2.77,overcast clouds
472,Devonport,AU,-41.1667,146.35,54.0,92,100,4.47,light rain
473,Hualmay,PE,-11.0964,-77.6139,63.64,79,28,9.06,scattered clouds
474,Klaksvik,FO,62.2266,-6.589,50.92,91,97,17.85,overcast clouds
475,Lillooet,CA,50.6856,-121.942,90.95,24,12,0.65,few clouds
476,Hervey Bay,AU,-25.2986,152.8535,59.52,83,12,14.14,few clouds
477,Airai,TL,-8.9266,125.4092,50.58,85,70,2.21,broken clouds
478,Linjiang,CN,41.8069,126.9078,66.09,99,100,1.05,overcast clouds
479,Natal,BR,-5.795,-35.2094,80.82,78,75,16.11,broken clouds
480,Jumla,NP,29.2747,82.1838,63.14,98,100,1.68,overcast clouds
481,Sao Filipe,CV,14.8961,-24.4956,77.54,85,100,4.97,light rain
482,Rancho Palos Verdes,US,33.7445,-118.387,89.08,77,0,11.5,clear sky
483,Kazachinskoye,RU,57.6953,93.2761,50.79,96,30,3.51,scattered clouds
484,Peniche,PT,39.3558,-9.3811,67.1,90,0,11.16,clear sky
485,Whitley Bay,GB,55.0397,-1.4471,65.08,80,99,14.43,overcast clouds
486,Encheng,CN,22.1839,112.3026,78.76,86,5,3.94,clear sky
487,Nouadhibou,MR,20.931,-17.0347,69.57,94,22,12.06,light rain
488,Brae,GB,60.3964,-1.353,52.81,89,100,13.71,light rain
489,Sabang,ID,5.8933,95.3214,80.58,79,100,7.83,light rain
490,Soligalich,RU,59.0778,42.2864,61.59,81,6,4.68,clear sky
491,Dondo,MZ,-19.6094,34.7431,63.91,92,0,4.61,clear sky
492,Ostersund,SE,63.1792,14.6357,55.85,71,85,6.91,overcast clouds
493,Umm Kaddadah,SD,13.6017,26.6876,87.3,47,49,15.61,scattered clouds
494,Mareeba,AU,-17.0,145.4333,63.32,90,0,1.81,clear sky
495,Sao Sepe,BR,-30.1606,-53.5653,66.63,95,97,5.41,overcast clouds
496,Salvador,SV,13.8333,-88.9167,84.24,88,58,2.55,broken clouds
497,Stowe,US,40.2526,-75.6774,89.73,51,7,5.68,clear sky
498,Starobesheve,UA,47.7504,38.0305,62.83,72,61,7.61,broken clouds
499,Belaya Gora,RU,68.5333,146.4167,61.34,41,31,14.16,scattered clouds
500,Verkhnyaya Inta,RU,65.9811,60.3094,52.25,82,100,12.55,overcast clouds
501,Laerdalsoyri,NO,61.098,7.4816,55.94,90,98,3.53,overcast clouds
502,Ulladulla,AU,-35.35,150.4667,50.85,87,26,3.33,scattered clouds
503,Cooma,AU,-36.2333,149.1333,33.57,100,100,5.75,overcast clouds
504,Amahai,ID,-3.3333,128.9167,74.98,82,75,4.88,broken clouds
505,Thurso,GB,58.5927,-3.5259,57.45,96,100,17.87,overcast clouds
506,Sri Aman,MY,1.2376,111.4621,75.25,100,49,0.0,scattered clouds
507,Novovarshavka,RU,54.1721,74.6946,53.37,78,58,7.65,broken clouds
508,Emerald,AU,-23.5333,148.1667,56.82,78,0,4.61,clear sky
509,Moroto,UG,2.5345,34.6666,69.69,62,75,1.97,broken clouds
510,Jardim,BR,-21.4803,-56.1381,78.35,34,100,3.24,overcast clouds
511,Arlit,NE,18.7369,7.3853,94.14,26,92,9.98,overcast clouds
512,Jasper,US,37.2001,-94.3502,101.44,27,20,16.11,few clouds
513,Honningsvag,NO,70.9821,25.9704,49.75,87,100,23.02,overcast clouds
514,Gigmoto,PH,13.7796,124.39,82.24,84,89,5.77,overcast clouds
515,Batagay-Alyta,RU,67.8006,130.4114,58.57,80,77,4.12,broken clouds
516,San Andres,CO,12.5847,-81.7006,82.17,81,64,17.58,broken clouds
517,Borogontsy,RU,62.6683,131.1683,67.08,69,3,4.38,clear sky
518,Rawson,AR,-43.3002,-65.1023,40.39,95,100,14.58,light rain
519,Chuguyevka,RU,44.1653,133.8633,63.72,97,100,1.99,moderate rain
520,La Macarena,CO,2.1837,-73.7849,78.3,81,55,3.38,broken clouds
521,Mount Gambier,AU,-37.8333,140.7667,49.91,100,100,13.8,overcast clouds
522,Antofagasta,CL,-23.65,-70.4,58.28,76,9,3.2,clear sky
523,College Place,US,46.0493,-118.3883,92.37,30,0,3.44,clear sky
524,Karratha,AU,-20.7377,116.8463,60.75,50,0,9.95,clear sky
525,Corpus Christi,US,27.8006,-97.3964,94.21,64,75,19.57,broken clouds
526,Yulara,AU,-25.2406,130.9889,56.25,39,0,7.58,clear sky
527,Haapiti,PF,-17.5667,-149.8667,83.93,75,5,15.52,clear sky
528,Port Hawkesbury,CA,45.6169,-61.3485,86.92,48,40,3.44,scattered clouds
529,Whitehaven,GB,54.549,-3.5841,63.05,95,100,25.7,overcast clouds
530,Dzaoudzi,YT,-12.7887,45.2699,73.29,83,0,2.3,clear sky
531,Vestmanna,FO,62.1564,-7.1664,49.21,86,99,13.42,overcast clouds
532,Alencon,FR,48.4333,0.0833,63.14,65,71,3.91,broken clouds
533,Clonakilty,IE,51.6231,-8.8706,63.61,90,99,17.83,overcast clouds
534,Novaya Zaimka,RU,56.4857,66.9241,52.18,75,55,0.98,broken clouds
535,Labuan,MY,5.2767,115.2417,77.36,94,20,0.0,few clouds
536,Amurzet,RU,47.6967,131.0981,62.64,94,100,8.68,overcast clouds
537,Sinnamary,GF,5.3833,-52.95,79.59,82,99,8.21,overcast clouds
538,Hambantota,LK,6.1241,81.1185,77.34,88,20,3.44,few clouds
539,La Libertad,EC,-2.2333,-80.9,73.06,78,40,9.22,scattered clouds
540,Quelimane,MZ,-17.8786,36.8883,65.35,80,0,1.81,clear sky
541,Balaka,MW,-14.9793,34.9558,61.77,71,42,2.28,scattered clouds
542,Vaitape,PF,-16.5167,-151.75,79.56,73,9,13.0,clear sky
543,Isangel,VU,-19.55,169.2667,78.91,78,20,6.91,few clouds
544,Caconda,AO,-13.7333,15.0667,60.12,34,95,0.96,overcast clouds
545,Paluan,PH,13.416,120.4623,82.6,76,99,7.29,overcast clouds
546,Saint-Denis,FR,48.9167,2.3333,72.14,71,0,8.05,clear sky
547,Vaasa,FI,63.096,21.6158,58.95,93,0,1.14,clear sky
548,Zhangjiakou,CN,40.81,114.8794,68.7,60,6,1.77,clear sky
549,Usogorsk,RU,63.4106,48.6872,60.49,94,74,3.53,light rain
550,Solnechnyy,RU,50.7214,136.6319,66.2,73,16,2.51,few clouds
551,Kulhudhuffushi,MV,6.6221,73.07,81.3,76,99,15.82,overcast clouds
552,Yar-Sale,RU,66.8333,70.8333,49.89,80,86,18.99,light rain
553,Tucumcari,US,35.1717,-103.725,102.94,17,0,19.57,clear sky
554,Kiruna,SE,67.8557,20.2251,45.52,81,23,2.3,few clouds
555,Port-Cartier,CA,50.0334,-66.8654,65.75,89,54,5.17,broken clouds
556,Matay,EG,28.419,30.7792,83.07,37,0,16.44,clear sky
557,Shwebo,MM,22.5667,95.7,77.85,85,96,6.62,overcast clouds
558,Barra,BR,-11.0894,-43.1417,76.23,40,24,2.82,few clouds
559,Bubaque,GW,11.2833,-15.8333,80.01,80,100,15.57,overcast clouds
560,Kavaratti,IN,10.5669,72.642,80.98,76,59,17.11,broken clouds
561,Tessalit,ML,20.1986,1.0114,96.84,15,75,6.46,broken clouds
562,Mantua,IT,45.1667,10.7833,87.04,60,100,7.14,overcast clouds
563,Talkha,EG,31.0539,31.3779,72.63,85,0,5.88,clear sky
564,Shalakusha,RU,62.2247,40.2539,62.42,79,6,4.88,clear sky
565,Terrace Bay,CA,48.7834,-87.1,54.32,84,100,5.32,overcast clouds
566,Hovd,MN,48.0056,91.6419,58.3,50,5,2.68,clear sky
567,Staraya Mayna,RU,54.6,48.95,66.72,74,65,1.48,broken clouds
568,Muroto,JP,33.2833,134.15,78.3,72,84,4.47,light rain
569,Pontianak,ID,-0.0333,109.3333,75.18,100,100,2.3,overcast clouds
570,Hammerfest,NO,70.6634,23.6821,49.78,89,98,16.22,overcast clouds
571,Tual,ID,-5.6667,132.75,78.91,80,82,12.12,broken clouds
572,Afua,BR,-0.1567,-50.3867,77.49,88,87,5.41,overcast clouds
573,Noumea,NC,-22.2763,166.4572,75.99,99,96,6.85,overcast clouds
574,Florianopolis,BR,-27.6146,-48.5012,63.7,88,75,6.91,broken clouds
575,Nizwa,OM,22.9333,57.5333,86.52,60,40,3.36,scattered clouds
576,Kondinskoye,RU,59.6481,67.41,51.22,75,55,4.76,broken clouds
577,Fort Smith,US,35.3859,-94.3986,101.34,32,0,6.91,clear sky
578,Taikang,CN,46.8333,124.4167,68.45,79,100,8.32,overcast clouds
579,Lasa,IT,46.6166,10.7002,64.51,91,66,3.6,broken clouds
580,San Rafael,AR,-34.6177,-68.3301,62.28,21,32,6.87,scattered clouds
581,Katherine,AU,-14.4667,132.2667,46.72,66,27,4.61,scattered clouds
582,Oranjemund,NA,-28.55,16.4333,53.13,78,0,18.32,clear sky
583,Kendari,ID,-3.945,122.4989,71.15,93,83,3.02,broken clouds
584,Tsuruga,JP,35.6455,136.0558,76.64,81,75,2.44,broken clouds
585,Svetlyy,RU,54.675,20.1347,63.97,81,71,8.23,broken clouds
586,Tianpeng,CN,30.9866,103.9393,72.07,89,31,1.68,scattered clouds
587,Hofn,IS,64.2539,-15.2082,53.22,82,73,2.35,broken clouds
588,Dodoma,TZ,-6.1722,35.7395,61.29,68,3,7.25,clear sky
589,Dudinka,RU,69.4058,86.1778,65.62,69,53,9.93,broken clouds
590,Christchurch,NZ,-43.5333,172.6333,40.41,100,75,1.14,light rain
591,Kitui,KE,-1.367,38.0106,58.44,85,45,6.31,scattered clouds
592,Belmonte,BR,-15.8631,-38.8828,72.05,85,42,10.02,scattered clouds
593,Lalsk,RU,60.7415,47.5862,64.26,93,12,5.03,few clouds
594,Keelung,TW,25.1283,121.7419,84.09,82,20,7.81,few clouds
595,Matamoros,MX,25.5333,-103.25,95.11,21,40,10.36,scattered clouds
596,Chapleau,CA,47.8405,-83.4034,75.29,50,75,14.97,broken clouds
597,Cheyenne,US,41.14,-104.8203,84.34,27,0,16.11,clear sky
598,Bemidji,US,47.4736,-94.8803,77.38,61,75,0.0,broken clouds
599,Solano,US,38.2333,-121.9511,85.95,22,0,13.38,clear sky
600,Vila,PT,42.0304,-8.1588,68.7,62,0,2.35,clear sky
601,Iralaya,HN,15.0,-83.2333,82.6,80,100,8.93,overcast clouds
602,Berdigestyakh,RU,62.0989,126.6992,66.6,72,4,1.07,clear sky
603,Loikaw,MM,19.6742,97.2094,67.95,97,100,0.38,overcast clouds
604,Ixtapa,MX,20.7,-105.2,86.31,73,27,6.8,scattered clouds
605,Waingapu,ID,-9.6567,120.2641,69.48,76,21,8.57,few clouds
606,Tilichiki,RU,60.4667,166.1,48.47,79,100,7.85,overcast clouds
607,Tateyama,JP,34.9833,139.8667,79.11,82,89,10.63,overcast clouds
608,Sindi,IN,20.8,78.8667,77.88,94,100,8.03,overcast clouds
609,Cuamba,MZ,-14.8031,36.5372,65.53,64,59,3.11,broken clouds
610,Sept-Iles,CA,50.2001,-66.3821,66.06,87,75,11.5,broken clouds
611,Waidhofen,DE,48.5833,11.3333,72.21,77,20,0.0,few clouds
612,Sembakung,ID,3.8167,117.25,72.84,99,61,1.61,broken clouds
613,Ampanihy,MG,-24.7,44.75,64.31,67,5,2.59,clear sky
614,Usolye,RU,59.4268,56.6808,59.25,98,54,3.44,broken clouds
615,Klamath Falls,US,42.2249,-121.7817,90.97,16,0,3.0,clear sky
616,Staroutkinsk,RU,57.2302,59.3348,56.37,80,71,3.44,broken clouds
617,Bafra,TR,41.5678,35.9069,67.15,80,0,5.59,clear sky
618,Lardos,GR,36.0942,28.0157,80.64,50,0,4.68,clear sky
619,Sioux Lookout,CA,50.1001,-91.917,71.67,68,100,2.3,overcast clouds
620,Marzuq,YE,14.4,46.4667,79.74,59,25,7.81,scattered clouds
621,Gannan,CN,47.9147,123.5031,66.65,93,100,5.53,moderate rain
622,Vicosa Do Ceara,BR,-3.5622,-41.0922,76.15,51,96,3.44,overcast clouds
623,Benguela,AO,-12.5763,13.4055,70.88,84,98,6.06,overcast clouds
624,Igboho,NG,8.8333,3.75,70.36,95,100,4.72,overcast clouds
625,Chipinge,ZW,-20.1883,32.6236,52.66,72,0,3.53,clear sky
626,Maldonado,UY,-34.6667,-54.9167,62.22,89,100,5.66,overcast clouds
627,Gushikawa,JP,26.3544,127.8686,82.67,85,14,6.4,few clouds
628,Harbour Breton,CA,47.4833,-55.7983,62.65,96,92,7.49,overcast clouds
629,Ghanzi,BW,-21.5667,21.7833,59.65,41,27,7.0,scattered clouds
630,Kolondieba,ML,11.0882,-6.8926,75.33,84,94,4.59,overcast clouds
631,Aitape,PG,-3.1374,142.3475,78.55,89,18,4.0,few clouds
632,Boa Vista,BR,2.8197,-60.6733,78.78,78,75,4.61,light rain
633,Sakaraha,MG,-22.9,44.5333,58.59,80,0,1.5,clear sky
634,Cam Ranh,VN,11.9214,109.1591,76.23,85,30,4.36,scattered clouds
635,Vangaindrano,MG,-23.35,47.6,62.82,94,4,4.34,clear sky
636,Mackenzie,CA,55.2999,-123.1698,77.22,36,0,9.22,clear sky
637,Cap Malheureux,MU,-19.9842,57.6142,70.47,70,26,5.01,scattered clouds
638,Puerto Colombia,CO,10.9878,-74.9547,86.09,79,31,14.54,scattered clouds
639,Sabzevar,IR,36.2126,57.6819,87.08,30,0,16.11,clear sky
640,Gaspe,CA,48.8334,-64.4819,86.22,48,20,8.05,few clouds
641,Tartagal,AR,-22.5164,-63.8013,73.63,54,28,2.77,scattered clouds
642,Cairns,AU,-16.9167,145.7667,67.95,83,29,8.05,scattered clouds
643,Gamba,GA,-2.65,10.0,68.36,91,98,3.11,overcast clouds
644,Rockport,US,28.0206,-97.0544,86.59,67,57,15.14,broken clouds
645,Saint-Augustin,CA,51.226,-58.6502,66.78,78,93,7.47,overcast clouds
646,Khorixas,NA,-20.3667,14.9667,61.84,44,0,2.84,clear sky
647,Hillsborough,US,37.5741,-122.3794,88.95,66,20,19.57,few clouds
648,Old Saybrook,US,41.2918,-72.3762,83.91,58,2,12.82,clear sky
649,Progreso,MX,21.2833,-89.6667,85.08,71,100,19.13,overcast clouds
650,Acarau,BR,-2.8856,-40.12,79.07,76,48,14.92,scattered clouds
651,Nome,US,64.5011,-165.4064,48.27,82,100,11.5,light rain
652,Mataram,ID,-8.5833,116.1167,67.01,74,91,9.6,overcast clouds
653,Srednekolymsk,RU,67.45,153.6833,62.26,36,1,13.33,clear sky
654,Jatai,BR,-17.8814,-51.7144,73.85,35,22,5.99,few clouds
655,Chara,RU,56.9064,118.2631,68.74,71,9,2.59,clear sky
656,Dickinson,US,29.4608,-95.0513,97.09,64,75,10.36,broken clouds
657,Nerang,AU,-27.9833,153.3333,58.66,87,17,1.01,few clouds
658,Bandarbeyla,SO,9.4942,50.8122,76.15,83,28,30.24,scattered clouds
659,Aklavik,CA,68.2191,-135.0107,53.6,94,100,4.61,light rain
660,Meridian,US,43.6121,-116.3915,94.96,16,0,13.8,clear sky
661,Mayskiy,RU,47.6931,40.1025,60.21,77,34,6.33,scattered clouds
662,Imbituba,BR,-28.24,-48.6703,64.09,98,26,4.0,scattered clouds
663,Katsuura,JP,35.1333,140.3,79.05,83,98,12.06,overcast clouds
664,Akyab,MM,20.15,92.9,79.0,86,100,8.39,overcast clouds
665,Nosy Varika,MG,-20.5833,48.5333,64.53,92,34,4.14,scattered clouds
